clean_text,sentiment
looks like chelsea man utd meet cup final unless everton beats man utd,negative
lol probably better milk duds beer associate white.trash.self,positive
got home post note roomie saying internet cox guy coming tomorrow umm negative problem fixed,positive
anybody ask please,negative
need ....,negative
welcome everyone official pydza twitter timeline,positive
suckmyhypotheticalballs killing sidebar suckmyhypotheticalballs,positive
official senior,positive
02am morning dawlings hope everyone good day going church send little prayer way,positive
woooh going paris august,positive
typical dull bank holiday weather dull attempting summon energy shops ...,negative
well laptop finally started working really asleep still watching tori amp dean,positive
bad heat rash body sucksss buttt going watching sum stuff try finish puzzle started,negative
ugghh ... area good iphone edge like dial slow,negative
hey follow blackhoodie.tumblr com post non mushy stuff hehe,positive
kno right ... lol sounds like fun,positive
sweet dreams again1 zzz zzzz,positive
tell help,positive
still love still tomorrow right,positive
omg roaches ... soooooo nasty,negative
well lots fun great start week attempting crawl back bed ...,negative
favourite song quot circus quot,positive
good afternoon grt day india t20,negative
using twitter full time,positive
... last hours condo montrose,negative
almost whiile iim almost got followers damn,negative
annaa beloved sistaa miss youu know sleeping ryt,positive
going get guitar hero smash hits coming home test hitting books,positive
days internet cor,negative
would guess also hard work next time clue please,positive
studying retail management class soooo lame fml,negative
anyway headache,positive
finally home thnks everybody comin graduation,positive
become addicted tabasco sauce,negative
actually testing redacted copypaste,positive
dunno deleted,negative
watching charms school.i woke long ago.i need sleeping pills know going beable fall asleep,negative
get phonecall nokia tho hhhmmmmmm .... everyone asleep household except,negative
ina simp kinda mood,positive
cheers,positive
swimming addict compete use rep province younger love swimming,positive
ppl must eat sumo salad city bro jus bought business sick need staff get love,positive
back work long weekend,negative
trying get ready 4work dark hrs,negative
traitor,negative
lasers,positive
like personal tweets tell hanging,positive
dinner date kaitlin super sad coming anymore glad okay,negative
ooops turned alarm half hour nap turned two hour nap time work prospectus due tomorrow,negative
cos ugly,negative
work till fml exhausted,negative
never mind know lol like hacking peoples accounts well lol xxxxx lol,positive
going raffle video game store maybe win wii,positive
nothin much bored need job money get anything want 16gb ipod touch sony hts cybershot,negative
wan good breakfast school wiggity whack,negative
ceavagebarrometer showing poor weather nprth east,negative
quot corporate news machine disney controls disney known big left leaning agenda,positive
biology report ... ikk minutes reward muffin,positive
xoxo,positive
seen one baked loaf posted think pre prepared food good,negative
funny say ray montagne currently playing itunes one favorite singers,positive
2day fun nicole leave tho alexas party 2morro home sunday texting lauren devin,negative
great day yesterday stuck work today,negative
idiot know already since started stop,negative
deee ... cant home earlier,negative
looking singing lessons anyone knows anyone,positive
total negative funk weeks know,negative
brum09 afternoon tea cookies bit stale ri09con,negative
well first thought know,positive
gosh darn happened tony,negative
finally getting rid blonde highlights yay much prefer auburn,positive
minute mon everton make wonder happen let chelsea win,negative
poor little fun wrangling contacts old phone new,negative
youtube search kelly williams tell 6th original song mine ... tell think,positive
come away high powered energetic business meeting ... bni paddington however missed amp tube ... min wait,negative
loved ashes ashes last night,positive
actually lot quot interesting quot material boundcon youtube safe works blog,negative
would definitely paint get new hardware,positive
wow good giving blood huge phobia giving blood lets say one really bad experience,negative
sweets4ever false advertising suitcases terribly cute hoping mouse,negative
today lectured mass red hair priest made fun,negative
emailed,positive
question wished thought first,positive
hope feel better,negative
bored sick work ugh pouring worst day ever,negative
finished frost nixon pretty good spirit ...,negative
hate getting school early,negative
miss baby,negative
iwish wuz hust joking iwish icarly wont end,negative
buns usually buy available anymore head jurong west area buy food jus reached ...,negative
listening time low ... figuring drum parts,positive
like sick,negative
calling right one picking,negative
hey rai rai omg hope knee hold tour without good luck knee,positive
thanks ride tonight got hang ... definitely need girls night,positive
recession special ... white single color ink one location printed shirts plus shipping,positive
new article blog,positive
want marius zaromskis hayato sakurai happen right,negative
eye twitching ... head throbbing ... want home,negative
wan pay taxes,negative
yep definitely reduces risk accidentally bleaching clothes,positive
need shower wish couldve went,negative
filmong memories throat hurts without ten days smoke,negative
going lunch eoin nap think,positive
goodnight monday see next week zzzzzzzzzz,positive
